epoch;accuracy;auc;loss;val_accuracy;val_auc;val_loss
0;0.5547877550125122;0.5768265724182129;0.6847537159919739;0.4946070909500122;0.4983333349227905;0.7402918934822083
1;0.5967423319816589;0.6466213464736938;0.6554130911827087;0.5901386737823486;0.6290227174758911;0.660857081413269
2;0.6233958601951599;0.6774677634239197;0.6405426263809204;0.5254237055778503;0.5413246750831604;0.7274032235145569
3;0.6214215159416199;0.6803393363952637;0.6353092193603516;0.6101694703102112;0.6600958108901978;0.649842381477356
4;0.6317867636680603;0.6983672380447388;0.6263679265975952;0.5639445185661316;0.5920510292053223;0.6894866228103638
5;0.6307995915412903;0.6890642046928406;0.6314786076545715;0.5963020324707031;0.6558946967124939;0.6506001353263855
6;0.6539980173110962;0.7159785628318787;0.6163393259048462;0.6348227858543396;0.6670971512794495;0.6524873375892639
7;0.6377097964286804;0.7070445418357849;0.619542121887207;0.5716487169265747;0.6116046905517578;0.684526264667511
8;0.6406712532043457;0.70835942029953;0.6195551753044128;0.5901386737823486;0.624929666519165;0.6774707436561584
9;0.6465942859649658;0.7132534980773926;0.614268958568573;0.6009244918823242;0.6516342759132385;0.6558187007904053
10;0.6653504371643066;0.7287602424621582;0.6064245104789734;0.6163328289985657;0.6503699421882629;0.6606337428092957
11;0.6544916033744812;0.7296046614646912;0.6046863198280334;0.5469954013824463;0.584574818611145;0.721276581287384
